운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
이카플러그,양우내안에 에듀퍼스트5(217동),1,AC완속,경기도,용인시,"경기도 용인시 처인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)",거주자외 출입제한,"인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)"
이카플러그,양우내안에 에듀퍼스트5(217동),11,AC완속,경기도,용인시,"경기도 용인시 처인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)",거주자외 출입제한,"인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)"
이카플러그,양우내안에 에듀퍼스트6(휘트니스),1,AC완속,경기도,용인시,"경기도 용인시 처인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)",거주자외 출입제한,"인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)"
이카플러그,양우내안에 에듀퍼스트6(휘트니스),2,AC완속,경기도,용인시,"경기도 용인시 처인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)",거주자외 출입제한,"인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)"
이카플러그,양우내안에 에듀퍼스트6(휘트니스),3,AC완속,경기도,용인시,"경기도 용인시 처인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)",거주자외 출입제한,"인구 경안천로 196-1(고림동, 양우내안애에듀퍼스트)(1014 양우내안애에듀퍼스트)"
이카플러그,용인 광교2차푸르지오시티A동,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 25구내주차장,구내주차장,지구 광교중앙로295번길 25구내주차장
이카플러그,용인 광교2차푸르지오시티A동,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 25구내주차장,거주자외 출입제한,지구 광교중앙로295번길 25구내주차장
이카플러그,용인 광교2차푸르지오시티B동,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 13구내주차장,거주자외 출입제한,지구 광교중앙로295번길 13구내주차장
이카플러그,용인 광교2차푸르지오시티B동,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 13구내주차장,거주자외 출입제한,지구 광교중앙로295번길 13구내주차장
이카플러그,용인 광교2차푸르지오시티C동,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로 305구내주차장,거주자외 출입제한,지구 광교중앙로 305구내주차장
이카플러그,용인 광교2차푸르지오시티C동,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로 305구내주차장,거주자외 출입제한,지구 광교중앙로 305구내주차장
이카플러그,용인 광교2차푸르지오시티C동,3,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로 305구내주차장,거주자외 출입제한,지구 광교중앙로 305구내주차장
이카플러그,용인 광교2차푸르지오시티D동,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로 297구내주차장,거주자외 출입제한,지구 광교중앙로 297구내주차장
이카플러그,용인 광교푸르지오시티2단지오피스텔,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 22지하3층주차장,거주자외 출입제한,지구 광교중앙로296번길 22지하3층주차장
이카플러그,용인 광교푸르지오시티2단지오피스텔,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 22지하3층주차장,거주자외 출입제한,지구 광교중앙로296번길 22지하3층주차장
이카플러그,용인 광교푸르지오시티3단지오피스텔,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 14지하3층주차장,거주자외 출입제한,지구 광교중앙로296번길 14지하3층주차장
이카플러그,용인 광교푸르지오시티3단지오피스텔,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 14지하3층주차장,거주자외 출입제한,지구 광교중앙로296번길 14지하3층주차장
이카플러그,용인 도담마을 한양수자인,1,AC완속,경기도,용인시,경기도 용인시 수지구 푸른솔로 76주차장,거주자외 출입제한),지구 푸른솔로 76주차장
이카플러그,용인 도담마을 한양수자인,2,AC완속,경기도,용인시,경기도 용인시 수지구 푸른솔로 76주차장,거주자외 출입제한,지구 푸른솔로 76주차장
이카플러그,용인 신촌마을포스홈타운2단지,1,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,3,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,4,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,5,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,6,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,7,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,8,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,9,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 신촌마을포스홈타운2단지,10,AC완속,경기도,용인시,경기도 용인시 기흥구 신촌로47번길 11305동앞 1층주차장,거주자외 출입제한,흥구 신촌로47번길 11305동앞 1층주차장
이카플러그,용인 엘리치안오피스텔,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로 294지하1층주차장,거주자외 출입제한,지구 광교중앙로 294지하1층주차장
이카플러그,용인 한성관광개발㈜,1,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로 151지상주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 구교동로 151지상주차장
이카플러그,용인 한성관광개발㈜,2,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로 151지상주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 구교동로 151지상주차장
이카플러그,용인 한성관광개발㈜,3,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로 151지상주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 구교동로 151지상주차장
이카플러그,용인 한성관광개발㈜,4,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로 151지상주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 구교동로 151지상주차장
이카플러그,용인 한성관광개발㈜,5,AC완속,경기도,용인시,경기도 용인시 기흥구 구교동로 151지상주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 구교동로 151지상주차장
이카플러그,용인 호수청구아파트,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 공세로 226B1-B 주차장, B2-E 주차장",거주자외 출입제한,"흥구 공세로 226B1-B 주차장, B2-E 주차장"
이카플러그,용인 호수청구아파트,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 공세로 226B1-B 주차장, B2-E 주차장",거주자외 출입제한,"흥구 공세로 226B1-B 주차장, B2-E 주차장"
이카플러그,용인 호수청구아파트,3,AC완속,경기도,용인시,"경기도 용인시 기흥구 공세로 226B1-B 주차장, B2-E 주차장",거주자외 출입제한,"흥구 공세로 226B1-B 주차장, B2-E 주차장"
이카플러그,용인 흥덕마을5단지 호반베르디움,1,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕1로79번길 37주차장,거주자외 출입제한,흥구 흥덕1로79번길 37주차장
이카플러그,용인 흥덕마을5단지 호반베르디움,2,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕1로79번길 37주차장,거주자외 출입제한,흥구 흥덕1로79번길 37주차장
이카플러그,용인 흥덕마을5단지 호반베르디움,3,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕1로79번길 37주차장,거주자외 출입제한,흥구 흥덕1로79번길 37주차장
이카플러그,용인 흥덕마을5단지 호반베르디움,4,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕1로79번길 37주차장,거주자외 출입제한,흥구 흥덕1로79번길 37주차장
이카플러그,용인 흥덕마을5단지 호반베르디움,5,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕1로79번길 37주차장,거주자외 출입제한,흥구 흥덕1로79번길 37주차장
이카플러그,용인 흥덕마을5단지 호반베르디움,6,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕1로79번길 37주차장,거주자외 출입제한,흥구 흥덕1로79번길 37주차장
이카플러그,용인 흥덕신동아파밀리에,1,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,거주자외 출입제한,흥구 흥덕3로 20주차장
이카플러그,용인 흥덕신동아파밀리에,2,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,거주자외 출입제한,흥구 흥덕3로 20주차장
이카플러그,용인 흥덕신동아파밀리에,3,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 흥덕3로 20주차장
이카플러그,용인 흥덕신동아파밀리에,4,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,거주자외 출입제한,흥구 흥덕3로 20주차장
이카플러그,용인 흥덕신동아파밀리에,5,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,시설 상황에 따라 이용이 제한될 수 있음,흥구 흥덕3로 20주차장
이카플러그,용인 흥덕신동아파밀리에,6,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,거주자외 출입제한,흥구 흥덕3로 20주차장
이카플러그,용인 흥덕신동아파밀리에,7,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕3로 20주차장,거주자외 출입제한,흥구 흥덕3로 20주차장
이카플러그,이스트팰리스 4단지1(A2주차장),1,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지1(A2주차장),11,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지2(B2F 41C1기둥),1,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지2(B2F 41C1기둥),2,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지2(B2F 41C1기둥),11,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지3(E1주차장),1,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지3(E1주차장),2,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지3(E1주차장),11,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지4(C3주차장),1,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,이스트팰리스 4단지4(C3주차장),11,AC완속,경기도,용인시,"경기도 용인시 수지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)",거주자외 출입제한,"지구 동천로153번길 6(동천동, 한빛마을 래미안 이스트팰리스 4단지)(이스트팰리스 4단지)"
이카플러그,죽전효성해링턴플레이스,1,AC완속,경기도,용인시,경기도 용인시 수지구 용구대로 2750지하4층 주차장,거주자외 출입제한,지구 용구대로 2750지하4층 주차장
이카플러그,지산리조트(클럽하우스),1,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 죽양대로2000번길 60구내주차장,구내시설 상황에 따라 이용이 제한될 수 있음,인구 원삼면 죽양대로2000번길 60구내주차장
이카플러그,지산리조트(클럽하우스),2,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 죽양대로2000번길 60구내주차장,시설 상황에 따라 이용이 제한될 수 있음,인구 원삼면 죽양대로2000번길 60구내주차장
이카플러그,지산리조트(퍼블릭하우스),1,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 죽양대로2000번길 60경기 용인시 처인구 원삼면 맹리 산 25-1 구내주차장,시설 상황에 따라 이용이 제한될 수 있음,인구 원삼면 죽양대로2000번길 60경기 용인시 처인구 원삼면 맹리 산 25-1 구내주차장
이카플러그,지산리조트(퍼블릭하우스),2,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 죽양대로2000번길 60경기 용인시 처인구 원삼면 맹리 산 25-1 구내주차장,시설 상황에 따라 이용이 제한될 수 있음,인구 원삼면 죽양대로2000번길 60경기 용인시 처인구 원삼면 맹리 산 25-1 구내주차장
이카플러그,한국 대중불교불이종 동도사,1,AC완속,경기도,용인시,경기도 용인시 처인구 이동읍 어진로 842사찰입구주차장,시설 상황에 따라 이용이 제한될 수 있음,인구 이동읍 어진로 842사찰입구주차장
이카플러그,한국 대중불교불이종 동도사,2,AC완속,경기도,용인시,경기도 용인시 처인구 이동읍 어진로 842사찰입구주차장,시설 상황에 따라 이용이 제한될 수 있음,인구 이동읍 어진로 842사찰입구주차장
이카플러그,효천마을 신안인스빌1(1주차장),1,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌1(1주차장),2,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌1(1주차장),11,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌2(2주차장),1,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌2(2주차장),11,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌3(3주차장),1,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌3(3주차장),2,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌3(3주차장),3,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌3(3주차장),11,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
이카플러그,효천마을 신안인스빌3(3주차장),12,AC완속,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),거주자외 출입제한,인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트)
파워큐브,6단지상록아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천로 33,거주자외 출입제한,지구 풍덕천로 33
파워큐브,6단지상록아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천로 33,거주자외 출입제한,지구 풍덕천로 33
파워큐브,6단지상록아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천로 33,거주자외 출입제한,지구 풍덕천로 33
파워큐브,6단지상록아파트,4,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천로 33,거주자외 출입제한,지구 풍덕천로 33
파워큐브,E편한세상시티수지관리위원회,1,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로313번길 7-10(e편한세상 수지),거주자외 출입제한,지구 포은대로313번길 7-10(e편한세상 수지)
파워큐브,E편한세상시티수지관리위원회,2,AC완속,경기도,용인시,경기도 용인시 수지구 포은대로313번길 7-10(e편한세상 수지),거주자외 출입제한,지구 포은대로313번길 7-10(e편한세상 수지)
파워큐브,㈜대륙(민수),1,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로234번길 22-9(삼계리 530),시설 상황에 따라 이용이 제한될 수 있음,인구 포곡읍 포곡로234번길 22-9(삼계리 530)
파워큐브,㈜대륙(민수),2,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로234번길 22-9(삼계리 530),시설 상황에 따라 이용이 제한될 수 있음,인구 포곡읍 포곡로234번길 22-9(삼계리 530)
파워큐브,강남마을한라비발디,1,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,2,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,3,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,4,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,5,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,6,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,7,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,8,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,9,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,강남마을한라비발디,10,AC완속,경기도,용인시,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),거주자외 출입제한,흥구 강남동로 128강남마을 한라비발디(상하동 630)
파워큐브,경희대학교국제캠퍼스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로 1732(서천동 1),시설 상황에 따라 이용이 제한될 수 있음,흥구 덕영대로 1732(서천동 1)
파워큐브,경희대학교국제캠퍼스,2,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로 1732(서천동 1),시설 상황에 따라 이용이 제한될 수 있음,흥구 덕영대로 1732(서천동 1)
파워큐브,경희대학교국제캠퍼스,3,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로 1732(서천동 1),시설 상황에 따라 이용이 제한될 수 있음,흥구 덕영대로 1732(서천동 1)
파워큐브,경희대학교국제캠퍼스,4,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로 1732(서천동 1),시설 상황에 따라 이용이 제한될 수 있음,흥구 덕영대로 1732(서천동 1)
파워큐브,경희대학교국제캠퍼스,5,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로 1732(서천동 1),시설 상황에 따라 이용이 제한될 수 있음,흥구 덕영대로 1732(서천동 1)
파워큐브,고등기술연구원 연구조합,1,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 고안로51번길 175-28,거주자외 출입제한,인구 백암면 고안로51번길 175-28
파워큐브,고등기술연구원 연구조합,2,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 고안로51번길 175-28,거주자외 출입제한,인구 백암면 고안로51번길 175-28
파워큐브,고등기술연구원 연구조합,3,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 고안로51번길 175-28,거주자외 출입제한,인구 백암면 고안로51번길 175-28
파워큐브,고등기술연구원 연구조합,4,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 고안로51번길 175-28,거주자외 출입제한,인구 백암면 고안로51번길 175-28
파워큐브,고등기술연구원 연구조합,5,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 고안로51번길 175-28,거주자외 출입제한,인구 백암면 고안로51번길 175-28
파워큐브,고등기술연구원 연구조합,6,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 고안로51번길 175-28,거주자외 출입제한,인구 백암면 고안로51번길 175-28
파워큐브,그대가크레던스아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,6,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,7,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,8,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,9,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,그대가크레던스아파트,10,AC완속,경기도,용인시,경기도 용인시 기흥구 어정로 62-28,거주자외 출입제한,흥구 어정로 62-28
파워큐브,극동임광아파트입주자대표회의,1,AC완속,경기도,용인시,경기도 용인시 수지구 정평로 73(1018 신정마을극동임광아파트),거주자외 출입제한,지구 정평로 73(1018 신정마을극동임광아파트)
파워큐브,극동임광아파트입주자대표회의,2,AC완속,경기도,용인시,경기도 용인시 수지구 정평로 73(1018 신정마을극동임광아파트),거주자외 출입제한,지구 정평로 73(1018 신정마을극동임광아파트)
파워큐브,극동임광아파트입주자대표회의,3,AC완속,경기도,용인시,경기도 용인시 수지구 정평로 73(1018 신정마을극동임광아파트),거주자외 출입제한,지구 정평로 73(1018 신정마을극동임광아파트)
파워큐브,극동임광아파트입주자대표회의,4,AC완속,경기도,용인시,경기도 용인시 수지구 정평로 73(1018 신정마을극동임광아파트),거주자외 출입제한,지구 정평로 73(1018 신정마을극동임광아파트)
파워큐브,금호어울림아파트,1,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,금호어울림아파트,2,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,금호어울림아파트,3,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,금호어울림아파트,4,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,금호어울림아파트,5,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,금호어울림아파트,6,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,금호어울림아파트,7,AC완속,경기도,용인시,경기도 용인시 처인구 금령로13번길 13,거주자외 출입제한,인구 금령로13번길 13
파워큐브,기흥역롯데캐슬레이시티-A동,1,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥역로 9A동 BF4,거주자외 출입제한,흥구 기흥역로 9A동 BF4
파워큐브,기흥역롯데캐슬레이시티-A동,2,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥역로 9A동 BF4,거주자외 출입제한,흥구 기흥역로 9A동 BF4
